B1,B2,B3,B4
-0.129,-0.007,-0.02,0.027
-0.042,-0.056,0.029,0.066
0.063,-0.029,0.034,0.029
0.037,-0.083,-0.129,-0.022
-0.115,-0.142,-0.012,0.044
-0.144,-0.024,0.024,0.037
-0.049,-0.037,0.054,-0.002
0.017,0.037,-0.115,0.005
-0.002,-0.085,-0.068,0.042
-0.01,0.039,-0.024,0.012
0.103,-0.007,0.002,-0.068
0.054,-0.015,-0.078,-0.017
0.039,-0.017,-0.205,0.044
0.056,-0.002,-0.039,0.049
-0.015,-0.01,-0.007,-0.039
-0.007,0.029,-0.076,-0.056
0.027,0.007,-0.093,-0.117
-0.02,-0.088,0.105,-0.005
-0.261,-0.181,-0.007,0.105
-0.188,-0.088,-0.032,0.134
-0.017,0,0.01,0.005
0.093,-0.156,0.046,0.056
0.09,-0.142,0.051,0.007
-0.076,-0.054,-0.081,0.032
-0.012,-0.129,0.002,0.034
0.051,-0.188,0.066,0.103
0.024,-0.127,0.034,0.017
0.083,-0.09,-0.41,0.007
-0.012,-0.012,-0.1,-0.046
0.01,0.09,0.078,-0.046
0.085,0.076,0.212,-0.027
0.081,0.063,-0.146,0.01
0.029,-0.049,-0.164,-0.017
-0.01,-0.02,-0.134,-0.046
-0.002,0.09,-0.005,-0.073
0.024,-0.032,-0.022,-0.037
0.046,-0.068,-0.037,0.017
0.007,-0.068,0.144,0.012
-0.115,-0.005,0.178,0.022
-0.051,-0.078,-0.049,-0.046
-0.032,-0.173,-0.132,-0.1
-0.061,-0.081,0.007,-0.073
-0.054,0.063,0.156,-0.027
-0.002,-0.1,0.178,0.139
0.007,-0.127,-0.081,0.117
-0.066,-0.061,-0.164,0.066
-0.024,-0.002,0.022,-0.083
0.061,0.044,0.12,-0.034
0.049,-0.039,-0.029,0.02
0.012,-0.039,-0.146,0.051
-0.061,0.103,-0.078,0.012
-0.015,0.056,0.098,-0.024
0.081,0.107,-0.188,-0.027
0.117,0.044,-0.2,0.01
0.085,-0.032,-0.024,0.049
0.037,0.037,-0.032,0.061
-0.071,0.286,-0.164,0.01
-0.081,0.007,-0.039,-0.002
-0.051,-0.142,0.083,0.027
0.02,-0.098,0.027,0.051
-0.02,0.002,-0.002,0.11
-0.122,-0.095,0.083,0.071
-0.1,-0.173,-0.029,0.02
-0.046,-0.117,-0.115,-0.017
0.032,-0.095,0.122,0.093
0.027,-0.098,0.303,0.125
0.022,-0.059,-0.249,0.039
0.01,-0.017,0.039,-0.027
0.022,-0.095,0.107,0.02
0.061,0.068,-0.215,-0.032
0.022,0.061,-0.088,-0.054
-0.017,0.127,-0.066,-0.029
0.02,0.022,-0.132,-0.012
0.042,-0.007,0.039,-0.042
0.161,0.088,-0.032,-0.071
0.061,0.156,-0.093,-0.027
0.002,0.107,0.007,0.024
0.029,0.066,-0.068,0.027
0.083,-0.059,-0.073,0.017
0.022,-0.078,0.137,-0.051
-0.044,0.029,0.078,-0.083
-0.156,-0.083,0.027,-0.02
-0.098,-0.037,0.085,0.059
-0.017,-0.171,0.151,0.115
-0.01,-0.181,0.164,0.073
-0.029,-0.007,0.024,0.012
-0.139,-0.098,0.085,-0.066
-0.032,-0.081,0.022,-0.012
-0.039,0.039,0.068,0.09
-0.056,0.159,-0.034,0.044
0.017,0.156,-0.073,-0.046
0.071,0.024,-0.015,-0.063
0.078,-0.066,0.103,-0.054
0.1,0.154,0.171,-0.046
0.063,0.154,0.078,-0.024
0.044,0.127,0.051,-0.012
0.049,0.159,-0.132,-0.063
0.078,0.151,-0.039,-0.134
-0.088,-0.054,0.022,-0.049
-0.115,-0.171,-0.054,-0.085
-0.012,0.056,0.1,-0.054
0.056,0.076,-0.105,0.002
-0.085,-0.186,0.046,0.037
-0.137,-0.203,0.134,0.046
-0.044,-0.039,-0.078,0.039
0.09,-0.042,-0.085,0.054
0.032,-0.176,-0.017,0.046
-0.1,-0.222,-0.093,0.044
-0.076,0.034,-0.125,0.029
0.01,-0.095,0.005,-0.054
0.059,-0.093,-0.1,-0.02
-0.066,0.02,-0.122,0.059
-0.066,0.098,0.071,0.007
0.105,0.11,-0.105,-0.085
0.125,-0.063,-0.049,-0.083
0.066,0.032,0.039,-0.01
-0.085,0.063,0.022,0.061
0.002,-0.024,-0.171,0.088
0.112,0.039,-0.044,-0.046
0.103,0.186,0.056,-0.085
-0.071,0.078,0.156,-0.071
-0.139,-0.042,0.056,-0.027
-0.076,-0.149,0.027,0.144
-0.107,-0.205,0.112,0.083
-0.093,-0.146,0.078,-0.012
-0.081,0,0.142,-0.066
-0.081,0.056,0.044,-0.015
-0.071,-0.056,0.061,-0.012
-0.029,-0.125,-0.059,0.039
0.024,-0.063,0.078,0.012
0.022,0.022,0.085,-0.061
0,0.171,-0.051,-0.066
0.012,0.022,-0.054,0
-0.015,0.068,-0.059,0.042
-0.034,0.088,-0.088,-0.078
0.007,0.017,-0.129,-0.073
-0.029,0.154,-0.061,-0.032
0.027,0.225,-0.068,0.002
0.015,0.01,0.049,-0.037
-0.015,-0.093,0.071,-0.017
-0.125,-0.073,0.073,0
-0.139,0.017,-0.042,0.056
-0.059,-0.012,0.093,0.098
0.015,-0.037,0.088,0.032
-0.063,-0.063,0.042,-0.051
-0.125,-0.098,0.103,-0.024
-0.095,-0.078,-0.027,0.073
0.024,-0.098,0.005,0.088
0.051,-0.024,0.056,0.066
-0.042,-0.088,0.205,-0.024
-0.024,0.168,-0.037,-0.037
-0.012,0.168,-0.015,-0.022
0.034,-0.068,-0.051,0.027
0.032,-0.071,0.012,-0.01
0.061,0.054,-0.107,-0.125
0.09,0.305,0.049,-0.132
0.105,0.12,0.054,-0.078
0.144,-0.046,-0.068,0.012
0.066,0.01,-0.098,0.042
-0.159,-0.054,0.117,0.042
-0.12,-0.22,0.056,-0.002
-0.002,-0.149,-0.178,-0.059
0.059,-0.066,0.017,-0.051
-0.015,-0.066,0.144,0.039
-0.095,-0.168,0.12,0.054
-0.129,-0.09,-0.12,0.024
-0.071,-0.098,-0.01,0.078
0.015,0.005,0.005,-0.01
-0.039,-0.037,-0.005,-0.034
-0.073,0.107,-0.059,-0.12
-0.095,-0.042,0.022,-0.049
-0.01,-0.039,-0.095,0.085
0.042,0.125,-0.051,0.081
0.024,0.156,-0.073,-0.071
0.037,0.049,-0.024,-0.115
0.044,0.1,-0.002,-0.071
0.112,0.3,-0.276,0.032
-0.01,0.208,-0.076,0.071
-0.029,-0.049,0.01,-0.027
-0.022,-0.095,-0.037,-0.088
-0.066,0.071,0.066,-0.122
-0.142,0.247,0.071,0.027
-0.107,-0.159,-0.01,0.042
-0.034,-0.078,0.208,0.032
0.051,0.024,0.039,-0.059
-0.132,0.027,0.024,-0.017
-0.237,-0.125,-0.049,0.076
-0.063,-0.073,0.066,0.076
0.066,-0.005,0.156,0.027
-0.024,-0.105,-0.005,-0.024
-0.073,-0.015,-0.081,-0.061
-0.02,0.042,-0.017,-0.022
-0.005,0.037,0.093,0.054
0.149,-0.02,0.034,0.02
0.056,0.149,-0.103,-0.02
-0.02,0.198,-0.144,-0.1
0.088,0.173,-0.005,-0.068
0.078,-0.171,0.02,0.005
0.049,-0.12,-0.117,0.037
-0.032,0.022,0.039,-0.002
-0.142,0.105,0.137,-0.068
-0.054,-0.042,-0.022,-0.049
-0.034,-0.122,-0.203,-0.002
-0.095,-0.125,-0.034,0.015
-0.154,-0.049,0.115,0.083
-0.132,-0.1,-0.034,0.098
-0.051,-0.12,-0.151,0.054
-0.007,-0.105,0.061,-0.005
-0.125,-0.083,0.078,-0.022
-0.134,-0.01,0.01,-0.034
-0.081,-0.105,-0.234,0
0.051,-0.049,-0.022,-0.01
0.049,0,-0.029,-0.022
-0.085,0.215,0.186,-0.061
0.032,0.024,0.125,-0.1
0.09,-0.022,-0.024,-0.063
0.017,0.027,0.037,0.042
-0.027,0.149,0.125,0.012
-0.027,0.171,0.088,-0.083
0.007,0.032,-0.078,-0.112
-0.02,0.034,0.037,-0.068
-0.068,0.017,0.056,-0.02
-0.066,0.01,0.037,0.002
-0.046,-0.015,-0.085,-0.056
-0.051,0.01,0.071,-0.049
-0.02,0.085,0.076,-0.002
-0.01,0.015,0.051,0.02
-0.01,-0.183,0.059,0.02
-0.032,-0.093,-0.151,0.032
-0.056,0.042,-0.144,-0.007
-0.076,0.051,0.015,-0.015
-0.015,0.061,0.029,-0.01
0.071,0.02,-0.146,-0.068
0.002,0.085,-0.059,0.032
-0.078,0.073,-0.115,0.088
0.022,-0.042,-0.054,-0.029
0.081,-0.022,-0.127,-0.063
0.054,-0.015,0.037,-0.051
0.11,0.168,0.061,0.063
0.061,0.076,-0.051,0.024
0.017,0.022,-0.005,0.032
-0.049,-0.056,0.098,-0.022
-0.054,-0.042,0.044,-0.059
-0.073,-0.107,0.195,-0.002
-0.005,-0.083,0.107,0.078
0.027,-0.01,0.151,0.132
-0.017,-0.154,0.261,0.042
-0.012,-0.063,-0.054,-0.017
0.02,-0.061,0.034,-0.037
0.054,0.056,0.024,-0.061
-0.024,-0.037,0.159,-0.029
-0.044,-0.127,0.051,0.034
0.056,0.02,0.061,0.088
0.042,0.117,0.066,0.022
0.024,-0.012,0.049,-0.112
0.054,-0.02,-0.005,-0.134
0.105,0.286,-0.029,-0.088
0.115,0.132,0.015,-0.034
-0.054,-0.029,-0.071,-0.078
0.027,0.144,0.085,-0.1
0.032,0.298,-0.042,-0.076
-0.085,-0.088,0.117,0.049
-0.122,-0.103,0.083,-0.027
0.042,0.264,0.056,-0.088
0.115,0.103,0.09,-0.022
-0.061,-0.139,0.234,0.024
-0.115,-0.129,0.017,-0.007
-0.129,0.181,0.056,-0.022
-0.134,-0.061,0.168,0.037
-0.049,-0.32,-0.034,0.027
0.049,-0.093,-0.024,0.068
-0.088,0.095,0.059,0.085
-0.078,0.024,-0.032,-0.007
0.068,0.061,-0.21,-0.098
0.085,0.137,-0.022,0.007
0.054,0.051,0.037,0.054
-0.005,0.002,-0.034,0.049
0,0.1,-0.269,-0.007
-0.012,0.137,-0.195,0.017
0.002,-0.085,-0.071,-0.042
0.037,-0.144,-0.22,0.095
0.068,0.002,-0.078,0.098
0.007,0,0.11,0.017
0.024,-0.061,0.056,-0.049
0.061,-0.095,-0.164,-0.071
0.015,0.073,0.015,0.012
-0.037,-0.093,-0.068,0.046
-0.056,-0.261,0.054,0.056
-0.007,-0.154,-0.01,0.005
-0.061,-0.098,-0.132,0.039
-0.037,-0.11,0.049,0.032
0.01,-0.22,0.159,0.005
0.073,-0.203,-0.044,0.012
-0.073,-0.007,-0.01,-0.046
-0.029,-0.005,-0.049,-0.039
-0.046,0.127,-0.134,-0.088
0.107,0.066,-0.063,-0.09
0.146,0.046,-0.188,-0.088
0,-0.054,-0.012,-0.027
-0.071,0.098,0.066,-0.083
-0.027,0.029,-0.012,-0.068
-0.037,-0.01,-0.083,-0.066
0.037,0.125,-0.042,-0.134
0.076,0.212,0.017,-0.076
-0.054,-0.044,0.049,0.061
-0.127,-0.098,0.073,0.059
-0.144,-0.093,0.022,0.015
-0.134,-0.015,0.164,0.005
-0.12,-0.032,0.127,-0.032
0.012,-0.085,0.012,0.022
-0.042,0.007,-0.088,0.039
-0.134,-0.032,-0.056,0.078
-0.056,-0.012,-0.044,0.071
0.059,-0.002,-0.005,0.029
0.071,0.09,0,0.042
0.049,0.002,0.037,0.059
0.056,0.061,-0.093,0.066
0.083,0.137,-0.181,0.002
0.095,-0.034,-0.024,0.024
0.12,0.059,-0.039,0
0.105,-0.015,-0.002,0.022
0,0.02,-0.027,0.005
0.005,0.015,-0.032,0.017
0.071,0.046,0.039,-0.02
-0.007,-0.046,0.186,-0.002
-0.063,-0.066,-0.01,0.068
-0.015,-0.081,-0.044,0.12
0.017,-0.181,0.076,0.095
0.015,0.044,0.137,-0.034
-0.017,-0.142,0.029,-0.063
-0.037,-0.2,-0.039,-0.017
-0.071,-0.164,-0.083,0.042
-0.015,-0.09,0.039,0.078
0.042,-0.007,0.056,-0.015
-0.015,-0.11,0.002,-0.085
-0.034,0.037,-0.032,-0.044
0.01,-0.049,0.022,-0.054
0.098,-0.02,-0.015,-0.022
0.122,0.054,-0.059,-0.032
0.137,0.249,0.068,-0.088
0.051,0.166,0.085,-0.127
0.046,0.073,-0.027,-0.122
-0.029,0.049,-0.029,-0.046
-0.066,0.066,0.049,0.007
-0.029,0.076,0.115,-0.027
0.007,-0.022,0.088,-0.122
0.049,0.063,-0.037,-0.144
-0.076,0.024,-0.007,-0.005
-0.144,-0.017,0.103,0
-0.056,-0.029,0.002,0.105
0.034,-0.005,-0.054,0.002
-0.071,-0.017,-0.19,-0.051
-0.071,-0.061,0.088,-0.054
-0.071,-0.022,0.117,0.083
0.049,-0.007,-0.049,0.051
-0.037,-0.02,-0.164,0.095
-0.073,0.042,0.012,-0.034
0.029,0.098,0.032,-0.059
0.122,0.005,-0.044,-0.012
0.098,0.144,-0.112,-0.007
0.073,0.068,0.017,0.049
0.076,0.11,0.037,0.078
0.071,0.234,-0.134,0.032
-0.056,-0.088,-0.078,-0.129
-0.117,-0.098,-0.129,-0.093
0.039,0.061,0.022,0
0.11,-0.103,0.105,0.117
-0.007,-0.012,-0.059,0.034
-0.068,0.015,-0.403,-0.071
-0.037,-0.115,-0.002,-0.066
0.051,-0.244,0.178,0.005
0.027,-0.088,-0.037,0.059
-0.127,-0.071,-0.095,-0.029
-0.1,-0.122,-0.007,0.002
0.022,-0.166,0.022,0.027
0.239,-0.034,-0.132,0.034
0.132,-0.022,-0.137,0.005
-0.007,-0.046,-0.015,-0.017
-0.002,-0.09,-0.071,-0.073
0.056,0.078,-0.122,-0.046
0.11,0.098,0.024,0.002
0.017,0.078,0.015,0.017
-0.039,0.095,-0.034,-0.032
0.049,0.049,0.007,-0.098
0.012,0.083,0.066,-0.115
-0.059,-0.061,0,0.012
-0.093,0.044,0.076,0.107
-0.083,0.012,0.107,-0.015
-0.024,-0.02,-0.034,-0.1
-0.029,-0.122,0.02,-0.059
-0.051,-0.007,0.056,0.01
-0.076,-0.061,0.081,0.054
-0.132,-0.103,0.044,-0.012
-0.122,-0.007,0.098,0.015
-0.105,0.027,0.002,-0.032
-0.034,-0.051,-0.007,0.029
0.017,0.039,0.051,0.049
0.034,0.005,-0.083,-0.024
0.044,0.044,-0.073,-0.09
0.049,0.103,0.024,-0.024
0.056,0.125,0.071,0.042
0.032,0.061,-0.107,0.042
0.063,-0.122,-0.032,-0.017
0.066,0.071,0.081,-0.063
-0.015,0.22,0.095,-0.02
-0.002,0.085,-0.017,0.017
0.063,-0.076,0.044,0.02
0.02,-0.029,0.078,0.044
-0.149,-0.076,0.027,0.027
-0.154,-0.125,-0.007,-0.024
-0.088,-0.117,0.11,-0.024
-0.051,-0.122,0.076,-0.005
-0.029,0.024,0.034,0.02
-0.159,-0.071,-0.088,0.1
-0.137,0.063,0.129,0.042
-0.085,-0.129,0.168,-0.005
-0.027,-0.112,-0.02,-0.01
0.125,0.085,-0.049,-0.056
0.142,0.063,0.044,-0.022
0.088,0.181,0.125,0.01
0.02,0.149,-0.032,-0.005
-0.027,0.066,-0.12,-0.117
-0.034,-0.061,-0.076,-0.09
0.061,0.081,0.132,-0.063
0.088,0.273,0.039,-0.056
-0.017,0.12,0.059,-0.02
-0.117,0.076,0.195,-0.022
-0.032,0.051,0.173,-0.02
-0.059,0.056,0.117,-0.01
-0.134,0.007,0.076,-0.039
-0.059,0.066,0.151,-0.024
-0.024,0.01,0.269,0.02
-0.022,-0.029,0.11,0
-0.076,-0.027,-0.059,0.015
0.005,0.029,0.044,0.037
-0.059,0,0.151,-0.017
0.049,0.005,-0.034,-0.093
0.098,0.049,-0.112,-0.095
0.056,0.286,-0.037,0.056
0.107,0.291,0.051,0.063
0.11,0.11,0.012,-0.012
0.103,0.081,-0.056,-0.105
0.01,0.112,-0.122,-0.046
-0.034,0.071,-0.002,-0.015
0.083,0.122,0.078,-0.007
0.024,0.217,-0.059,0.005
-0.032,0.093,-0.176,-0.027
-0.01,-0.098,0.076,0.002
-0.005,-0.334,0.017,0.059
0.063,-0.061,0.01,0.012
0.042,-0.103,0.044,-0.005
-0.024,-0.173,0.105,-0.007
-0.044,-0.09,-0.063,0.034
-0.024,-0.063,-0.063,0.076
-0.078,-0.088,-0.027,0.042
0.027,-0.217,-0.032,-0.017
0.022,-0.081,-0.071,-0.059
-0.081,-0.034,-0.061,-0.059
-0.081,0.051,-0.027,-0.024
0.056,0.066,-0.176,0.066
0.117,0.059,-0.022,-0.022
0.11,-0.005,-0.002,-0.132
0.049,0.032,-0.098,-0.12
0.037,0.076,-0.032,-0.068
0.042,0.09,-0.042,0.015
-0.005,0.042,-0.046,0.044
-0.051,-0.029,0.098,-0.032
-0.081,0.042,-0.01,-0.103
-0.066,0.076,-0.327,-0.042
-0.083,-0.063,0.095,0.015
-0.02,-0.208,0.381,0.073
0.01,-0.154,-0.02,0.012
-0.078,0.007,-0.085,-0.093
-0.078,-0.066,0.122,-0.081
-0.049,-0.046,0.044,0.034
-0.049,-0.024,0.125,0.066
-0.054,-0.071,0.002,0.024
-0.078,0.073,-0.01,-0.042
-0.017,0.032,0.046,-0.044
0.029,0.095,-0.105,0.032
-0.002,0.085,-0.098,0.051
-0.032,0.042,0.024,-0.027
-0.071,0.088,-0.083,-0.103
-0.005,0.225,-0.09,-0.061
-0.005,0.215,-0.061,-0.012
-0.012,0.125,-0.042,0
0.002,-0.151,0.088,-0.012
-0.054,-0.159,-0.027,0.024
-0.044,-0.002,-0.056,0.005
-0.112,-0.056,0.039,0.039
-0.142,-0.105,0.039,0.054
-0.054,-0.122,-0.032,-0.01
-0.034,-0.107,0.029,0.051
-0.154,-0.154,0.129,0.029
-0.125,-0.125,0.051,0.068
-0.056,-0.09,0.039,0.061
0.09,-0.059,0.01,0.027
0.032,0.007,-0.049,0.046
0.029,0.02,0.051,0.061
0.015,0.046,0.112,0.056
0.066,-0.063,-0.037,-0.012
0.061,-0.005,-0.042,-0.085
0.024,0.166,-0.024,-0.068
0.02,0.161,0.066,-0.015
0.012,0.103,-0.103,0.024
0.051,-0.039,-0.081,0.034
0.076,-0.071,0.073,-0.01
0.049,0.068,0.156,-0.029
-0.051,0.137,0.071,-0.034
0.022,0.081,-0.022,0.007
0.022,-0.076,0.193,0.066
-0.037,-0.195,0.188,0.093
-0.117,-0.11,0.044,0.037
-0.125,0.095,0.044,-0.063
-0.029,0.059,0.125,-0.01
-0.002,0.049,-0.085,0.09
-0.059,0.024,-0.173,0.112
-0.071,-0.059,-0.022,0.012
-0.027,-0.066,0.154,-0.049
0.125,0.161,-0.029,-0.054
0.234,0.107,-0.066,-0.02
0.024,-0.027,0.015,0.039
-0.061,0.176,-0.139,0.049
-0.066,0.261,-0.227,-0.056
0.054,0.098,-0.029,-0.066
0.002,0.11,0.134,-0.037
-0.024,0.11,-0.129,-0.037
-0.015,0.088,0.007,0.002
-0.054,0.071,0.02,0.029
-0.071,-0.063,0.049,0.032
-0.073,-0.073,-0.005,-0.015
-0.125,0.029,0.061,-0.037
0,-0.027,0.007,0.012
0.059,-0.095,-0.142,0.112
-0.012,-0.11,-0.073,0.063
-0.125,-0.139,0.083,0.005
0.002,-0.227,-0.134,-0.01
0.098,-0.112,-0.029,-0.024
-0.002,-0.09,0.022,0.068
-0.02,0,-0.132,0.046
0.051,0.01,-0.098,-0.007
0.051,-0.122,-0.105,-0.034
0.049,-0.081,-0.063,-0.039
0,0.059,-0.151,-0.078
0.024,0.244,-0.159,-0.061
0.037,-0.024,-0.02,-0.034
0.034,-0.078,0.054,-0.051
-0.034,-0.059,0.093,-0.151
-0.024,0.068,-0.144,-0.049
0.049,-0.01,0.029,0.005
0.034,-0.115,0.063,-0.032
-0.115,-0.022,0.068,-0.017
-0.129,-0.105,-0.049,-0.049
-0.083,-0.046,0.002,0.002
0.034,-0.146,0.051,0.054
-0.002,-0.078,0.161,0.022
-0.117,-0.039,0.012,-0.056
-0.076,0.029,-0.02,-0.066
0.017,-0.024,0.012,-0.039
0.105,-0.022,0.024,0.071
0.056,0.156,-0.02,0.046
0.002,0.042,0.012,-0.024
0.066,0.107,0.002,-0.117
0.063,0.037,-0.217,-0.034
-0.024,0.059,-0.005,-0.005
-0.007,0.105,-0.068,-0.054
0.098,0.049,0.015,-0.073
0.034,0.02,0.107,-0.012
-0.186,0.015,-0.042,0.059
-0.144,0.051,-0.2,0.027
-0.061,-0.066,0.081,-0.002
0.073,0.083,0.098,0.068
0.01,-0.051,0.088,0.063
-0.146,-0.039,0.037,0.049
-0.071,-0.012,0.107,0.059
0.022,-0.103,0.146,0.039
0.183,-0.098,0.02,0.029
-0.01,-0.081,0.073,0.005
-0.154,-0.056,0.027,-0.012
-0.051,0.164,-0.073,-0.024
0.085,-0.088,-0.098,-0.017
0.156,-0.164,-0.032,0.032
0.061,-0.034,-0.088,-0.002
-0.034,0.186,0.081,-0.039
0.029,0.142,0.066,-0.02
0.161,-0.029,-0.105,-0.034
0.085,-0.046,-0.083,-0.022
-0.078,-0.01,0.068,-0.066
-0.112,0.146,0.11,-0.034
0.022,0.098,-0.002,-0.007
-0.007,-0.029,0.168,-0.034
-0.1,-0.054,0.063,0.002
-0.107,-0.024,-0.015,0.01
0.024,-0.056,-0.073,0.066
0.042,-0.081,0.103,0.078
-0.012,0.029,0.139,0.049
-0.054,0.027,-0.051,-0.007
0.01,0.095,-0.095,-0.01
0.037,-0.024,0.078,0
-0.042,0,0.029,0.085
0.103,0.11,0.029,0.034
0.054,0.137,0.186,-0.027
-0.022,-0.066,-0.176,0.029
0.049,0.017,-0.117,-0.09
0.01,0.151,-0.181,-0.042
0.056,0.156,0.085,-0.005
0.159,0.11,0.083,-0.022
0.1,-0.012,0.217,-0.024
0.022,0.063,-0.042,0
-0.12,-0.034,-0.181,0.088
-0.039,-0.122,-0.203,0.071
0.044,-0.098,0.173,-0.039
-0.007,-0.042,0.103,-0.034
-0.042,0.056,0.039,0.027
-0.073,-0.132,0.103,0.059
-0.034,-0.122,-0.12,0.017
0.024,-0.139,-0.051,-0.027
0.022,-0.081,-0.02,0.081
0.012,0.054,0.051,-0.056
0.027,0.125,-0.093,-0.042
-0.056,-0.059,-0.005,0.007
-0.046,0.005,-0.107,0.01
-0.083,-0.046,-0.078,-0.01
-0.01,-0.159,0.015,-0.049
0.017,0.178,-0.066,-0.115
0.142,0.095,-0.024,-0.056
0.142,0.046,-0.044,0.083
-0.039,-0.063,0.117,0.049
-0.037,-0.054,-0.012,0.002
-0.042,0.056,-0.181,-0.071
-0.002,-0.073,-0.088,-0.066
0.049,-0.156,0.061,0.01
-0.042,-0.125,0.007,0.034
-0.083,0.044,-0.037,0.024
-0.032,-0.049,0.127,-0.032
0.061,-0.076,0.071,-0.032
0.098,-0.022,0.015,0.042
0.002,0.039,0.149,0.117
0.024,0.073,0.034,0.042
0.042,-0.042,-0.02,-0.02
0.042,0.112,0.039,0
0.042,-0.017,-0.103,0.002
-0.022,-0.015,-0.081,0.015
-0.066,-0.015,0.085,-0.032
0.042,0.051,0.107,0.024
0.095,0.095,-0.076,-0.01
-0.061,-0.01,-0.049,0.015
-0.085,-0.078,-0.046,0.007
0.005,-0.039,-0.037,0.042
0.115,0.022,-0.056,0.015
0.044,-0.034,-0.017,0.022
-0.037,-0.127,-0.022,0.002
-0.1,-0.115,-0.005,-0.01
-0.112,0.024,-0.02,0.049
-0.049,-0.095,-0.037,0.071
0.054,-0.264,-0.049,0.017
0.088,-0.159,0.02,0.034
-0.02,-0.083,0.027,0.051
-0.107,-0.071,-0.183,-0.012
-0.046,-0.159,-0.061,0.063
0.059,-0.039,-0.139,0.078
0.017,0.002,-0.076,0.093
0.012,-0.015,-0.171,-0.032
0.166,0.012,-0.181,-0.09
0.222,-0.015,0.127,-0.017
0.042,-0.063,0.076,0.039
-0.063,-0.037,-0.229,0.005
-0.005,0.002,-0.054,-0.056
0.215,0.005,0.127,-0.012
0.222,0.078,0.037,-0.024
0.017,-0.105,-0.032,0.049
-0.115,-0.09,0.012,0.083
-0.071,-0.09,0.115,0.017
0.083,-0.085,0.034,0.046
0.046,-0.168,-0.142,0.095
0.015,-0.125,-0.022,0.02
0.081,-0.022,0.073,-0.02
0.066,-0.027,0.039,0.002
0.01,-0.02,0.083,0.088
0.024,-0.1,-0.085,0.09
0.083,-0.134,-0.112,0.049
0.103,0.049,0.059,-0.007
0.112,0.122,-0.056,-0.032
0.12,0.107,-0.1,0.012
0.034,0.063,-0.02,0.049
0.002,0.09,-0.051,0.061
0.037,0.103,-0.168,-0.002
0.056,0.105,0.017,-0.037
0.034,0,0.151,0.005
-0.039,-0.063,-0.1,-0.032
-0.012,0.015,-0.066,0.007
-0.012,-0.044,0.168,0.103
0.066,-0.063,0.049,0.063
-0.007,-0.039,-0.015,-0.032
0.007,-0.024,-0.024,-0.039
-0.032,-0.046,0.078,-0.012
-0.044,-0.137,0.103,0.054
0.002,-0.088,-0.085,0.076
0.034,-0.095,-0.027,0.029
0.034,-0.039,-0.015,0.046
-0.027,0.002,0.066,-0.054
0.02,0.037,-0.024,-0.083
0.105,-0.044,-0.01,-0.002
0.083,0.044,-0.066,0.078
-0.042,-0.078,-0.032,0.037
-0.005,-0.071,-0.088,-0.032
0.017,0.068,0.059,-0.046
0.132,0.137,-0.129,-0.044
0.056,0.042,0.01,0.002
-0.1,0.054,0.076,0.059
-0.051,-0.098,-0.103,0.1
-0.071,-0.037,-0.039,0.063
-0.032,-0.166,-0.127,0.024
-0.015,-0.063,-0.129,0
-0.024,0.042,-0.122,0.056
-0.029,-0.02,0.107,0.095
-0.017,-0.139,-0.027,0.103
-0.085,-0.098,-0.103,0.1
0.046,-0.093,-0.029,0.032
-0.015,-0.161,-0.024,0.01
0.076,0.066,0.02,0.027
0.139,0.095,-0.11,0.024
0.093,0.046,0.061,0.066
0.046,-0.017,0.029,0.042
0.117,0.056,-0.068,-0.066
0.173,0.127,-0.061,-0.049
0.063,-0.012,-0.129,-0.088
0.032,-0.015,-0.051,0.01
0.046,-0.01,0.017,0.01
0.098,-0.115,0.11,0.005
0.071,-0.105,0.076,-0.01
0.066,-0.002,-0.098,-0.056
0.01,0.078,0.09,-0.051
-0.015,-0.115,0.073,0.032
0.056,-0.176,0.027,0.005
0.066,-0.193,0.059,-0.007
-0.051,-0.046,-0.02,0.029
-0.054,-0.107,0.039,-0.034
-0.029,-0.085,-0.071,0.015
0.051,0.095,-0.054,0.059
0.022,-0.012,-0.093,0.037
0.039,-0.09,0.034,-0.034
0.068,0.029,-0.066,-0.042
0.034,0.01,0.034,0.029
-0.024,-0.007,-0.071,0.024
0.027,0.173,-0.02,0.061
0.154,0.149,-0.054,0.061
0.107,0.054,-0.098,0.024
-0.002,-0.056,-0.1,-0.007
-0.068,-0.005,-0.068,0.02
0.049,0.042,0.007,0.037
0.024,-0.015,0.088,0.024
-0.037,-0.059,0.039,0.037
-0.142,-0.061,-0.115,0.032
-0.144,-0.059,0.09,0.09
-0.09,-0.093,0.01,0.071
-0.01,-0.083,0.02,0.063
-0.007,-0.034,0.051,0.002
-0.103,-0.088,0.09,-0.015
-0.029,-0.059,-0.085,0.029
-0.01,-0.063,0.029,0.054
-0.093,-0.232,-0.02,0.01
-0.022,0.139,-0.166,0.039
0.054,0.002,-0.012,-0.081
0.002,-0.188,-0.09,-0.1
0.11,0.01,0.027,-0.032
0.056,0.115,-0.007,-0.083
-0.02,-0.032,-0.042,0
-0.007,0.005,-0.129,-0.093
0.107,0.063,-0.022,-0.127
0.132,0.095,-0.01,-0.076
-0.005,-0.142,-0.046,-0.027
-0.073,-0.19,-0.178,-0.054
-0.095,-0.129,0.056,-0.049
-0.054,-0.027,0.239,-0.015
0.059,-0.103,-0.01,-0.024
